Tieu de;Tac gia;Chu de;Tu khoa;Link so;Loai
Người đoán giấc mơ;Nguyễn Thị Mai Phương;Văn học hiện đại | Việt Nam | Truyện ngắn;;;Sach
Người đàn bà bí ẩn;Hữu Tiến;Văn học hiện đại | Việt Nam | Tiểu thuyết;;;Sach
Xing Nhã Đăm Di;;Văn học hiện đại | Trường ca | Việt Nam;;;Sach
Hương rừng;Đỗ Anh Mỹ;Văn học hiện đại | Truyện ngắn | Kí | Việt Nam;;;Sach
Gửi bản Mường xa xăm để ngẫm, để ngộ;Hoàng Tuấn Cư;Nghiên cứu văn học | Phê bình văn học | Việt Nam;;;Sach
"""Khun Chương"" khảo dị";Quán Vi Miên;Văn học dân gian | Sử thi | Dân tộc Thái | Việt Nam;;;Sach
Di sản múa dân gian vùng Tây Bắc;Bùi Chí Thanh;Múa dân gian | Múa xòe | Tây Bắc | Việt Nam;;;Sach
Vui buồn giỗ tết;Trần Ngọc Lân;Văn hóa | Phong tục | Lễ hội | Việt Nam;;;Sach
Núi hình cung;;Văn học hiện đại | Truyện ngắn | Việt Nam;;;Sach
Đất trời chung đúc ngàn năm;Trần Vân Hạc;Văn học dân gian | Phong tục | Dân tộc Thái | Tây Bắc;;;Sach
Tập truyện Nguyên Bình;Nguyên Bình;Văn học hiện đại | Việt Nam | Truyện ngắn;;;Sach
Đêm nghe bài dạ cổ;Lâm Tẻn cuôi;Văn học hiện đại | Việt Nam | Thơ;;;Sach
Truyện cổ Giáy - Truyện cổ Mảng;;Văn học dân gian | Việt Nam | Truyện cổ;;;Sach
Khăm Panh;Bùi Tiên;Văn học dân gian | Dân tộc Thái | Việt Nam | Truyện thơ;;;Sach
ánh hồng Điện Biên - Peo Hưa Mường Thanh;Cầm Biêu;Văn học hiện đại | Việt Nam | Thơ;;;Sach
Văn hóa truyền thống Mường Đủ;Trần Thị Liên;Văn hóa truyền thống | Người Mường Đủ | Dân tộc Mường | Thanh Hóa;;;Sach
Muối lên rừng;Nông Minh Châu;Văn học dân gian | Việt Nam | Tiểu thuyết;;;Sach
Mo lên trời;Hoàng Anh Nhân;Dân tộc Mường | Văn học dân gian | Việt Nam | Sử thi;;;Sach
Thường Rang, Bộ Mẹng;Bùi Thiện;Văn học dân gian | Dân tộc Mường | Dân ca;;;Sach
Thơ;Triệu Kim Văn;Văn học hiện đại | Thơ | Việt Nam;;;Sach
Truyện cổ Mường;Hoàng Anh Nhân;Văn học dân gian | Truyện cổ | Dân tộc Mường | Việt Nam;;;Sach
Coóc Lặm;Hoàng Kim Dung;Văn học hiện đại | Tản văn | Việt Nam | Dân tộc Tày;;;Sach
Chuông gió;Phan Mai Hương;Văn học hiện đại | Truyện ngắn | Việt Nam;;;Sach
Nhà sàn cổ người Thái Việt Nam;Vương Trung;Văn hóa truyền thống | Nhà sàn | Dân tộc Thái | Việt Nam;;;Sach
Niềm vui;Vy Thị Kim Bình;Văn học hiện đại | Truyện ngắn | Việt Nam;;;Sach
Chuyện bản Mường;Mạc Phi;Văn học hiện đại | Truyện ngắn | Việt Nam;;;Sach
Văn hóa dân gian ở một làng văn hóa;Đỗ Duy Văn;;;;Sach
Truyện cổ Hà Nhì;Vừ Ga xá;Dân tộc Hà Nhì | Việt Nam | Truyện cổ;;;Sach
Mấy đặc điểm văn hóa đồng bằng sông Cửu Long;Lê Anh Trà;Văn hóa dân gian | Việt Nam | Đồng bằng sông Cửu Long;;;Sach
Nửa thế kỷ phát triển văn xuôi các dân tộc thiểu số miền núi phía Bắc Việt Nam;Cao Thị Thu Hoài;Nghiên cứu văn học | Văn xuôi | Dân tộc thiểu số miền núi | Việt Nam;;;Sach
Bạn bè một thuở;Bùi Hiển;Văn học hiện đại | Chân dung văn học | Tiểu luận | Việt Nam;;;Sach
"Sống; Anh với giấc mơ";Mạc Phi;Văn học hiện đại | Tiểu thuyết | Việt Nam;;;Sach
Truyện ngắn;Kim Nhất;Văn học hiện đại | Truyện ngắn | Việt Nam;;;Sach
Ngọn lửa rừng;Triệu Lam Châu;Văn học hiện đại | Thơ | Việt Nam | Sách song ngữ;;;Sach
Nụ cười các dân tộc thiểu số Việt Nam;Hà Văn Thư;Văn học hiện đại | Dân tộc thiểu số | Văn học dân gian | Việt Nam | Truyện cười;;;Sach
Dân ca Giáy;Thèn Sèn;Dân tộc Giáy | Văn học dân gian | Việt Nam | Dân ca;;;Sach
Tập thơ;Huyền Minh;Văn học hiện đại | Việt Nam | Thơ;;;Sach
Truyện thơ cổ Tày - Nùng;Nông Phúc Tước;Dân tộc Nùng | Dân tộc Tày | Văn học dân gian | Việt Nam;;;Sach
Dân tộc H'Mông và thế giới thực vật;Diệp Đình Hoa;Thực vật | Dân tộc Hmông | Việt Nam;;;Sach
Tục ngữ Thái;;Thành ngữ | Tục ngữ | Dân tộc Thái | Việt Nam;;;Sach
Đang Vần Va;Đinh Văn Ân;Văn học dân gian | Dân tộc Mường | Việt Nam;;;Sach
Đặc điểm văn hóa truyền thống của người Thái ở Thanh Hóa;Phạm Xuân Cừ;Văn hóa truyền thống | Dân tộc Thái | Thanh Hóa | Việt Nam;;;Sach
Dân ca Tày - Nùng;Mông Ky Slay;Văn học dân gian | Dân tộc Nùng | Dân tộc Tày | Dân ca | Việt Nam;;;Sach
Không gian và thời gian nghệ thuật trong truyện thơ Tày;Hoàng Thị Nhuận;Văn học dân gian | Không gian nghệ thuật | Nghiên cứu văn học | Truyện thơ | Dân tộc Tày | Việt Nam;;;Sach
Lễ cưới người Pu Nả;Lò Văn Chiến;Phong tục cổ truyền | Hôn lễ | Dân tộc Pu nả | Lai Châu;;;Sach
Dân ca Mường;Bùi Thiện;Văn hóa dân gian | Dân ca | Dân tộc Mường | Việt Nam;;;Sach
Dân ca Mường;Bùi Thiện;Văn hóa dân gian | Dân ca | Dân tộc Mường | Việt Nam;;;Sach
Mo lên trời;Hoàng Anh Nhân;Văn học dân gian | Việt Nam | Thơ;;;Sach
Sử thi Bahnar Kriêm;Hà Giao;Văn học dân gian | Dân tộc Ba Na | Việt Nam | Sử thi | Văn hóa dân tộc;;;Sach
Truyện ngắn chọn lọc;Hà Thị Cẩm Anh;Văn học | Truyện ngắn | Việt Nam;;;Sach
Với lửa Hoàng Liên;Đoàn Hữu Nam;Nghiên cứu văn học | Phê bình văn học | Việt Nam;;;Sach
Thách đố;Vi Hồng;Văn học thiếu nhi | Việt Nam | Truyện;;;Sach
Lượn, phong Slủ dân ca trữ tình của người Tày xứ Lạng;Hoàng Tuấn Cư;Văn học dân gian | Dân tộc thiểu số | Dân ca | Việt Nam;;;Sach
Người Ba Na ở Phú Yên;Văn Công;Dân tộc học | Dân tộc Ba Na | Phú Yên;;;Sach
Sinh nhật cây xương rồng;InraSara;Văn học hiện đại | Việt Nam | Thơ;;;Sach
Các dân tộc thiểu số Thanh Hóa nguồn gốc và đặc trưng văn hóa tộc người;Phạm Hoàng Mạnh Hà;Văn hóa | Nguồn gốc | Dân tộc thiểu số | Thanh Hóa;;;Sach
Sergei Esenin - Tiếng trình thơ ca Nga;;Nghiên cứu văn học | Tác giả | Tác phẩm | Thơ | Nga;;;Sach
Văn hóa dân gian huyện Hoài Nhơn (Bình Định);Trần Xuân Liếng;Văn hóa dân gian | Hoài Nhơn | Bình Định | Việt Nam;;;Sach
Đa dạng sinh học vùng duyên hải Bắc Bộ Việt nam;;Đa dạng sinh học | Vùng duyên hải | Bắc bộ | Việt Nam;;;Sach
Một số chất ô nhiễm hữu cơ bền trong môi trường biển ven bờ phía Bắc Việt Nam;Dương Thanh Nghị;Ô nhiễm | Hợp chất hữu cơ | Môi trường biển | Miền Bắc | Việt nam;;;Sach
Quản trị và phát triển kinh tế ở Biển Đông;;Kinh tế biển | Quản trị | Phát triển | Biển Đông;;;Sach
Dị thường trường thế và cấu trúc sâu vỏ trái đất khu vực Biển Đông;Nguyễn Như Trung;Địa chất | Cấu trúc kiến tạo | Biển Đông;;;Sach
Tổng tập các công trình nghiên cứu khoa học và ứng dụng;Vũ Xuân Đề;Rừng | Bảo vệ | Phục hồi | Phát triển | Việt Nam;;;Sach
Tổng tập các công trình nghiên cứu Khoa học và ứng dụng;Vũ Xuân Đề;Rừng | Bảo vệ | Cải thiện | Môi trường sinh thái | Cảnh quan;;;Sach
Tính toán và thiết kế máy công cụ vạn năng và máy tiện tự động;Nguyễn Phương;Máy công cụ | Máy tiện | Thiết kế;;;Sach
Thực phẩm và an toàn thực phẩm;Nguyễn Văn Lợi;Thực phẩm | An toàn thực phẩm;;;Sach
Đa dạng sinh học khu dự trữ sinh quyển thế giới quần đảo Cát Bà, các đe dọa và giải pháp bảo vệ;;Đa dạng sinh học | Sinh quyển | Đảo Cát Bà | Bảo vệ | Hải Phòng;;;Sach
Tuyển tập huyền thoại về nguồn gốc các tộc người Việt Nam;;Văn học dân gian | Tộc người | Huyền thoại | Việt Nam;;;Sach
Nguồn nhân lực nữ trí thức Việt Nam trong sự nghiệp công nghiệp hóa, hiện đại hóa;;Nguồn nhân lực | Nữ trí thức | Công nghiệp hóa | Hiện đại hóa | Việt Nam;;;Sach
Trường ca Việt Nam hiện đại;Diêu Lan Phương;Nghiên cứu văn học | Văn học hiện đại | Trường ca | Việt Nam;;;Sach
Lịch sử Đảng bộ tỉnh Bình Định (1945 - 1954);;Đảng bộ tỉnh | Lịch sử | 1945-1954 | Bình Định;;;Sach
Hỏi-đáp pháp luật về bộ luật hình sự năm 2015;;Pháp luật | Bộ luật hình sự | Sách hỏi đáp | Việt Nam;;;Sach
Cánh chim nhỏ giữa sào huyệt địch;Cao Kim;Văn học hiện đại | Hồi kí | Việt Nam;;;Sach
Giai cấp nông dân với sự nghiệp công nghiệp hóa, hiện đại nông nghiệp, nông thôn ở tỉnh Bình Định;Ngô Thị Nghĩa Bình;Nông dân | Công nghiệp hóa | Hiện đại hóa | Nông nghiệp | Nông thôn | Bình Định;;;Sach
Công nghiệp hóa hiện đại hóa nông nghiệp nông thôn ở tỉnh Bình Định;Ngô Thị Nghĩa Bình;Kinh tế nông nghiệp | Nông thôn | Công nghiệp hóa | Hiện đại hóa | Bình Định;;;Sach
Văn kiện Đảng toàn tập;;Đảng Cộng sản Việt Nam | Văn kiện | Toàn tập;;;Sach
Văn kiện Đảng toàn tập;;Đảng Cộng sản Việt Nam | Văn kiện | Toàn tập;;;Sach
Văn kiện Đảng toàn tập;;Đảng Cộng sản Việt Nam | Văn kiện | Toàn tập;;;Sach
Văn kiện Đảng toàn tập;;Đảng Cộng sản Việt Nam | Văn kiện | Toàn tập;;;Sach
Văn kiện Đảng toàn tập;;Đảng Cộng sản Việt Nam | Văn kiện | Toàn tập;;;Sach
Văn kiện Đảng toàn tập;;Đảng Cộng sản Việt Nam | Văn kiện | Toàn tập;;;Sach
Gạc Ma - Vòng tròn bất tử;;Bảo vệ | Lịch sử | Chủ quyền | Hải Quân | Việt Nam;;;Sach
Đắc nhân tâm - Những điều cần biết để thành công trong cuộc sống và kinh doanh;;Đắc nhân tâm | Bí quyết thành công | Cuộc sống | Kinh doanh;;;Sach
Văn hóa và con người Việt Nam hiện nay;Đinh Xuân Dũng;Văn hóa | Việt Nam;;;Sach
Lịch sử văn minh thế giới;Trần Xuân Hiệp;Lịch sử | Văn minh | Thế giới;;;Sach
Hồ Chí Minh;Nguyễn Văn Khoan;Quan hệ ngoại giao | Việt Nam | ấn Độ;;;Sach
Lịch sử và văn hóa Việt Nam từ góc nhìn đổi mới;Nguyễn Thừa Hỷ;Lịch sử | Văn hóa | Đổi mới tư duy | Việt Nam;;;Sach
Quan hệ Việt Nam - Hoa Kỳ;Trần Nam Tiến;Quan hệ ngoại giao | Việt Nam | Mỹ;;;Sach
Kinh tế ấn Độ;Lê Văn Toan;Kinh tế | ấn Độ;;;Sach
Hồ sơ văn hóa Mỹ;Hữu Ngọc;Văn hóa | Mỹ;;;Sach
Giáo trình kiểm toán căn bản;Phạm Văn Dược;Giáo trình | Kiểm toán;;;Sach
50 năm cuộc tổng tiến công và nổi dậy Xuân Mậu Thân 1968;;Lịch sử | Kháng chiến chống Mỹ | Tổng tiến công mùa xuân 1968 | Việt Nam;;;Sach
Trông về Việt Bắc;;Văn học hiện đại | Thơ | Việt Nam;;;Sach
Đầu tư tài chính;Bodie, Zvi;Đầu tư tài chính | Quản lí | Danh mục đầu tư;;;Sach
Đầu tư tài chính;Bodie, Zvi;Đầu tư tài chính | Quản lí | Danh mục đầu tư;;;Sach
Bộ sách xây dựng kế hoạch marketing hoàn hảo;Nguyễn Hoàng Phương;Doanh nghiệp | Chiến lược | Kế hoạch | Tiếp thị;;;Sach
Bộ sách xây dựng kế hoạch marketing hoàn hảo;Nguyễn Hoàng Phương;Doanh nghiệp | Chiến lược | Kế hoạch | Tiếp thị;;;Sach
Bộ sách xây dựng kế hoạch marketing hoàn hảo;Nguyễn Hoàng Phương;Doanh nghiệp | Chiến lược | Tiếp thị | Chính sách;;;Sach
Bộ sách xây dựng kế hoạch marketing hoàn hảo;Nguyễn Hoàng Phương;Chiến lược | Tiếp thị | Doanh nghiệp | Kế hoạch;;;Sach
Quan trắc và phân tích chất lượng môi trường biển ven bờ phía Bắc Việt Nam;;Môi trường biển | Ven bờ | Quan trắc | Phân tích | Việt Nam;;;Sach
Tương tác công trình với môi trường biển;;Công trình biển | Môi trường biển | Tương tác;;;Sach
Biến động môi trường lớp phủ và giải pháp phát triển bền vững tại các đảo san hô khu vực quần đảo Trường Sa;Đỗ Huy Cường;Đảo san hô | Biến động môi trường | Phát triển bền vững | Lớp phủ | Quần đảo Trường Sa;;;Sach
Đa dạng sinh học đảo và quần đảo đá vôi vùng biển Đông - Bắc Việt Nam;;Đa dạng sinh học | Đảo | Biển đông | Phát triển bền vững | Quần đảo đá vôi | Miền Bắc | Việt Nam;;;Sach
Nước dâng do bão vùng biển ven bờ Việt Nam;Đinh Văn Mạnh;Vùng ven biển | Nước dâng bão | Việt Nam;;;Sach
Văn học trung đại Việt Nam;Nguyễn Khắc Phi;Nghiên cứu văn học | Văn học trung đại | Bình luận văn học | Việt Nam;;;Sach
Thể loại hát nói trong sự vận động của lịch sử văn học Việt Nam;Nguyễn Đức Mậu;Hát nói | Nghiên cứu văn học | Việt Nam;;;Sach
Tại sao Mác đúng?;Eagleton, Terry;Sách tham khảo | Chủ nghĩa Mác;;;Sach
Thanh điệu tiếng Việt từ góc nhìn chức năng;Võ Xuân Hào;Tiếng Việt | Thanh điệu;;;Sach
Thơ văn Hàn Mạc Tử;Trần Quang Chu;Nhà thơ | Hàn Mạc Tử | 1912-1940 | Văn học hiện đại | Việt Nam | Khảo cứu | Thơ;;;Sach
Giáo trình hệ thống cung cấp điện;Trương Minh Tấn;Điện | Cung cấp điện | Hệ thống điện | Giáo trình;;;Sach
Vùng tự do liên khu V trong kháng chiến chống thực dân Pháp (1945-1954);Lê Văn Đạt;Lịch sử | Kháng chiến chống Pháp | Vùng tự do | Việt Nam;;;Sach
Từ phụ huynh đến nhà giáo - Những vấn đề kinh tế - xã hội trong nền giáo dục phổ thông;Trần Hữu Quang;Xã hội học | Giáo dục phổ thông | Việt Nam | Kết quả điều tra;;;Sach
Văn học Việt Nam dòng riêng giữa nguồn chung;Trần Ngọc Vương;Nghiên cứu văn học | Văn học trung đại | Việt Nam;;;Sach
Đợi anh về;;Văn học hiện đại | Thơ;;;Sach
Biên tập ngôn ngữ sách và báo chí;Nguyễn Trọng Báu;Ngôn ngữ | Biên tập | Báo chí | Sách;;;Sach
Loại hình học tác giả văn học nhà Nho tài tử và văn học Việt Nam;Trần Ngọc Vương;Nghiên cứu văn học | Văn học cận đại | Tác giả | Tác phẩm | Thơ | Nhà văn | Nhà Nho;;;Sach
4 quy luật bất biến trong bán hàng;Trịnh Minh Thảo;Nghệ thuật bán hàng | Bí quyết thành công;;;Sach
Đường tới Điện Biên Phủ;Võ Nguyên Giáp;Văn học hiện đại | Điện Biên Phủ | Tiểu thuyết | Việt Nam;;;Sach
An ninh môi trường và hòa bình ở biển đông;Nguyễn Chu Hồi;An ninh | Môi trường;;;Sach
Truyền thông marketing tích hợp;Trần Thị Thập;Truyền thông | Tiếp thị;;;Sach
Cải thiện môi trường kinh doanh, nâng cao năng lực cạnh tranh quốc gia trong hội nhập FTA;Phạm Thị Hồng Yến;Môi trường kinh doanh | Năng lực cạnh tranh | Hội nhập | Hiệp định thương mại tự do | Việt Nam;;;Sach
Tiểu vùng văn hóa xứ Thanh;Hà Nguyễn;Lịch sử | Văn hóa | Thanh Hóa;;;Sach
Phản biện xã hội của báo chí Việt Nam qua một số sự kiện nổi bật;Phan Văn Kiền;Báo chí | Phản biện xã hội | Việt Nam;;;Sach
Người đàn ông mưu cầu hạnh phúc;Gounelle, Laurent;Văn học hiện đại | Tiểu thuyết | Pháp;;;Sach
Kiến tạo môi trường khởi nghiệp;Huỳnh Thanh Điền;Doanh nghiệp | Khởi nghiệp;;;Sach
Danh thắng Hà Nội;Hà Nguyễn;Danh lam thắng cảnh | Hà Nội;;;Sach
Làng nghề thủ công Hà Nội;Hà Nguyễn;Làng nghề | Nghề thủ công truyền thống;;;Sach
Danh nhân Hà Nội;Hà Nguyễn;Danh nhân | Sự nghiệp | Tiểu sử;;;Sach
Công trình kiến trúc Hà Nội;Hà Nguyễn;Công trình | Kiến trúc | Hà Nội;;;Sach
Sinh hoạt nghệ thuật dân gian Hà Nội;Hà Nguyễn;Nghệ thuật dân gian | Sân khấu dân gian | Hà Nội;;;Sach
Làng Tường Xá;Thái Kim Đỉnh;Địa chí | Văn hóa | Lịch sử | Hà Tĩnh;;;Sach
Tri thức dân gian của người Nghệ Tĩnh về chuyện sinh đẻ;Phan Thư Hiền;Tri thức | Dân gian | Sinh đẻ | Nghệ An | Hà Tĩnh;;;Sach
Phương thức tham gia của người dân vào quá trình chính sách công ở Việt Nam hiện nay;Phan Văn Tuấn;Chính sách công | Nhân dân | Tham gia | Việt Nam;;;Sach
Kỹ thuật sản xuất và sử dụng chế phẩm sinh học từ nấm đối kháng Trichoderma phòng trừ bệnh hại cây trồng;Hồ Thị Nhung;Kĩ thuật | Chế phẩm sinh học | Nấm bệnh | Đối kháng | Phòng trừ sâu bệnh;;;Sach
Kỹ thuật nuôi cá mú;Nguyễn Thị Thanh;Kĩ thuật nuôi trồng | Nuôi cá | Cá mú;;;Sach
Kỹ thuật sản xuất giống và nuôi thương phẩm ngao dầu;Chu Chí Thiết;Nuôi trồng thủy sản | Ngao;;;Sach
Thể loại từ Việt Nam thời trung đại;Phạm Văn ánh;Văn học trung đại | Việt Nam | Khúc tử từ | Nghiên cứu văn học;;;Sach
Vật chất và kí ức;Bergson, Henri;Vật chất | Tinh thần | Kí ức | Triết học;;;Sach
ý thức luận;Bergson, Henri;ý thức | Triết học;;;Sach
Vũ Trinh và Lan Trì kiến văn lục;Vũ Trinh;Văn học cận đại | Truyện truyền kỳ | Việt Nam;;;Sach
Bắc sứ thông lục;Lê Quý Đôn;Lịch sử trung đại | Ngoại giao | Việt Nam;;;Sach
Quản trị sự thay đổi trong các tổ chức;Phạm Vũ Khiêm;Quản lí | Thay đổi | Tổ chức;;https://lib.qnu.edu.vn/TraCuuTaiLieuSo2XemChiTiet.aspx?id=79358;Sach
Kim loại và hợp kim nhẹ trong đời sống;Nguyễn Khắc Xương;Vật liệu | Kim loại | Hợp kim nhẹ;;;Sach
Quản lý và sử dụng năng lượng tiết kiệm hiệu quả;;Năng lượng | Quản lí | Sử dụng | Tiết kiệm;;;Sach
Hồ Chí Minh anh hùng giải phóng dân tộc và danh nhân văn hóa;Đào Phan;Danh nhân văn hóa | Anh hùng dân tộc | Tư tưởng Hồ Chí Minh | Hồ Chí Minh | Việt Nam;;;Sach
Bão biển;Vương Lan;Văn học hiện đại | Việt Nam | Kịch;;;Sach
Phát triển công nghiệp phục vụ nông nghiệp khu vực Tây Nam Bộ;Lê Xuân Tạo;Nông nghiệp | Công nghiệp | Tây Nam Bộ;;;Sach
Các tỉnh ủy ở đồng bằng sông Cửu Long lãnh đạo chuyển dịch cơ cấu kinh tế nông nghiệp trong giai đoạn hiện nay;Bùi Văn Nghiêm;Lãnh đạo | Tỉnh ủy | Kinh tế nông nghiệp | Đồng bằng sông Cửu Long | Chuyển dịch cơ cấu kinh tế | Việt Nam;;;Sach
